2	0.01000	o	o	o
3	0.02000	o	o	o
4	0.03000	o	o	o
5	0.04000	o	o	o
6	0.05000	o	o	o
697	6.96000	76.706	-57.156	126.248
698	6.97000	76.911	-57.231	126.236
699	6.98000	77.207	-57.321	126.250
700	6.99000	77.454	-57.348	126.247
701	7.00000	77.698	-57.381	126.221
702	7.01000	77.951	-57.434	126.219
703	7.02000	78.187	-57.498	126.223
704	7.03000	78.449	-57.536	126.225
705	7.04000	78.695	-57.604	126.218
706	7.05000	78.967	-57.691	126.263
707	7.06000	79.233	-57.760	126.262
708	7.07000	79.497	-57.817	126.264
709	7.08000	79.798	-57.871	126.229
710	7.09000	80.115	-57.924	126.202
711	7.10000	80.402	-57.973	126.194
712	7.11000	80.748	-58.009	126.162
713	7.12000	81.036	-58.087	126.156
714	7.13000	81.346	-58.155	126.146
715	7.14000	81.668	-58.233	126.158
716	7.15000	81.945	-58.302	126.154
717	7.16000	82.321	-58.478	126.211
718	7.17000	82.627	-58.535	126.177
719	7.18000	82.995	-58.585	126.163
720	7.19000	83.339	-58.676	126.188
721	7.20000	83.681	-58.768	126.201
722	7.21000	84.066	-58.819	126.167
723	7.22000	84.412	-58.902	126.171
724	7.23000	84.759	-58.986	126.152
725	7.24000	85.125	-59.054	126.142
726	7.25000	85.460	-59.134	126.142
727	7.26000	85.860	-59.282	126.140
728	7.27000	86.154	-59.308	126.116
729	7.28000	86.562	-59.459	126.142
730	7.29000	86.954	-59.537	126.129
731	7.30000	87.339	-59.619	126.120
732	7.31000	87.712	-59.734	126.164
733	7.32000	88.117	-59.834	126.173
734	7.33000	88.458	-59.912	126.169
735	7.34000	88.841	-60.012	126.159
736	7.35000	89.218	-60.081	126.118
737	7.36000	89.587	-60.164	126.106
738	7.37000	89.975	-60.237	126.096
739	7.38000	90.411	-60.402	126.104
740	7.39000	90.791	-60.484	126.108
741	7.40000	91.197	-60.604	126.121
742	7.41000	91.574	-60.724	126.150
743	7.42000	91.954	-60.823	126.180
744	7.43000	92.289	-60.900	126.195
745	7.44000	92.703	-60.979	126.151
746	7.45000	93.065	-61.085	126.140
747	7.46000	93.478	-61.142	126.115
748	7.47000	93.851	-61.212	126.093
749	7.48000	94.214	-61.290	126.089
750	7.49000	94.641	-61.437	126.114
751	7.50000	94.997	-61.490	126.102
752	7.51000	95.354	-61.641	126.137
753	7.52000	95.722	-61.716	126.129
754	7.53000	96.137	-61.825	126.128
755	7.54000	96.470	-61.927	126.140
756	7.55000	96.828	-62.016	126.138
757	7.56000	97.196	-62.046	126.118
758	7.57000	97.543	-62.132	126.120
759	7.58000	97.879	-62.208	126.104
760	7.59000	98.194	-62.305	126.113
761	7.60000	98.543	-62.351	126.108
762	7.61000	98.896	-62.458	126.097
763	7.62000	99.249	-62.552	126.081
764	7.63000	99.649	-62.653	126.084
765	7.64000	99.952	-62.796	126.135
766	7.65000	100.319	-62.868	126.134
767	7.66000	100.619	-62.960	126.141
768	7.67000	100.938	-63.008	126.137
769	7.68000	101.209	-63.066	126.152
770	7.69000	101.511	-63.142	126.149
771	7.70000	101.795	-63.200	126.152
772	7.71000	102.054	-63.266	126.153
773	7.72000	102.349	-63.329	126.141
774	7.73000	102.657	-63.381	126.091
775	7.74000	102.905	-63.454	126.094
776	7.75000	103.237	-63.617	126.125
777	7.76000	103.516	-63.674	126.131
778	7.77000	103.741	-63.642	126.074
779	7.78000	104.089	-63.833	126.151
780	7.79000	104.280	-63.821	126.137
781	7.80000	104.548	-63.936	126.181
782	7.81000	104.803	-63.967	126.187
783	7.82000	105.015	-64.033	126.193
784	7.83000	105.219	-64.061	126.185
785	7.84000	105.423	-64.095	126.178
786	7.85000	105.622	-64.117	126.177
787	7.86000	105.808	-64.172	126.174
788	7.87000	106.015	-64.209	126.140
789	7.88000	106.199	-64.253	126.131
790	7.89000	106.364	-64.289	126.133
791	7.90000	106.596	-64.335	126.128
792	7.91000	106.740	-64.363	126.133
793	7.92000	106.916	-64.421	126.135
794	7.93000	107.096	-64.458	126.140
795	7.94000	107.278	-64.438	126.109
796	7.95000	107.433	-64.494	126.111
797	7.96000	107.563	-64.533	126.134
798	7.97000	107.727	-64.615	126.163
799	7.98000	107.825	-64.642	126.165
800	7.99000	107.953	-64.664	126.166
801	8.00000	108.059	-64.677	126.173
802	8.01000	108.165	-64.702	126.175
803	8.02000	108.257	-64.744	126.184
804	8.03000	108.378	-64.803	126.221
805	8.04000	108.415	-64.766	126.195
806	8.05000	108.509	-64.838	126.232
807	8.06000	108.537	-64.792	126.204
808	8.07000	108.603	-64.790	126.190
809	8.08000	108.672	-64.868	126.225
810	8.09000	108.668	-64.798	126.206
811	8.10000	108.745	-64.863	126.223
812	8.11000	108.717	-64.818	126.200
813	8.12000	108.760	-64.863	126.222
814	8.13000	108.746	-64.818	126.196
815	8.14000	108.764	-64.836	126.198
816	8.15000	108.743	-64.822	126.200
817	8.16000	108.720	-64.796	126.204
818	8.17000	108.745	-64.880	126.222
819	8.18000	108.684	-64.787	126.196
820	8.19000	108.697	-64.832	126.218
821	8.20000	108.640	-64.838	126.221
822	8.21000	108.557	-64.777	126.201
823	8.22000	108.537	-64.803	126.217
824	8.23000	108.460	-64.750	126.195
825	8.24000	108.384	-64.736	126.198
826	8.25000	108.282	-64.679	126.175
827	8.26000	108.204	-64.677	126.181
828	8.27000	108.127	-64.675	126.175
829	8.28000	108.025	-64.629	126.166
830	8.29000	107.885	-64.585	126.169
831	8.30000	107.798	-64.579	126.174
832	8.31000	107.621	-64.516	126.133
833	8.32000	107.509	-64.466	126.112
834	8.33000	107.353	-64.422	126.108
835	8.34000	107.206	-64.392	126.126
836	8.35000	107.018	-64.369	126.119
837	8.36000	106.883	-64.322	126.114
838	8.37000	106.670	-64.295	126.127
839	8.38000	106.538	-64.248	126.133
840	8.39000	106.362	-64.190	126.116
841	8.40000	106.178	-64.175	126.134
842	8.41000	106.025	-64.143	126.140
843	8.42000	105.819	-64.114	126.163
844	8.43000	105.631	-64.080	126.174
845	8.44000	105.440	-64.062	126.183
846	8.45000	105.272	-64.019	126.184
847	8.46000	105.077	-63.982	126.186
848	8.47000	104.874	-63.960	126.184
849	8.48000	104.681	-63.902	126.175
850	8.49000	104.460	-63.862	126.174
851	8.50000	104.198	-63.794	126.161
852	8.51000	103.972	-63.713	126.126
853	8.52000	103.686	-63.608	126.092
854	8.53000	103.446	-63.617	126.127
855	8.54000	103.150	-63.480	126.092
856	8.55000	102.900	-63.417	126.103
857	8.56000	102.641	-63.351	126.102
858	8.57000	102.406	-63.305	126.131
859	8.58000	102.132	-63.256	126.153
860	8.59000	101.904	-63.202	126.150
861	8.60000	101.624	-63.140	126.142
862	8.61000	101.363	-63.097	126.149
863	8.62000	101.109	-63.039	126.154
864	8.63000	100.847	-62.978	126.150
865	8.64000	100.582	-62.934	126.149
866	8.65000	100.305	-62.885	126.141
867	8.66000	99.937	-62.728	126.097
868	8.67000	99.693	-62.737	126.143
869	8.68000	99.374	-62.594	126.089
870	8.69000	99.047	-62.510	126.083
871	8.70000	98.787	-62.530	126.151
872	8.71000	98.457	-62.387	126.120
873	8.72000	98.153	-62.301	126.109
874	8.73000	97.867	-62.284	126.126
875	8.74000	97.590	-62.213	126.132
876	8.75000	97.318	-62.127	126.129
877	8.76000	97.003	-62.088	126.134
878	8.77000	96.718	-62.021	126.142
879	8.78000	96.404	-61.959	126.144
880	8.79000	96.117	-61.891	126.155
881	8.80000	95.789	-61.781	126.115
882	8.81000	95.428	-61.647	126.090
883	8.82000	95.155	-61.618	126.131
884	8.83000	94.827	-61.484	126.106
885	8.84000	94.592	-61.471	126.117
886	8.85000	94.234	-61.326	126.091
887	8.86000	93.950	-61.278	126.090
888	8.87000	93.664	-61.223	126.100
889	8.88000	93.325	-61.199	126.140
890	8.89000	93.041	-61.123	126.139
891	8.90000	92.749	-61.031	126.135
892	8.91000	92.411	-60.997	126.177
893	8.92000	92.143	-60.903	126.196
894	8.93000	91.880	-60.870	126.190
895	8.94000	91.582	-60.745	126.131
896	8.95000	91.224	-60.620	126.100
897	8.96000	90.998	-60.537	126.088
898	8.97000	90.715	-60.513	126.115
899	8.98000	90.376	-60.390	126.088
900	8.99000	90.083	-60.317	126.095
901	9.00000	89.821	-60.255	126.104
902	9.01000	89.548	-60.201	126.110
903	9.02000	89.280	-60.144	126.119
904	9.03000	88.988	-60.111	126.142
905	9.04000	88.702	-59.979	126.154
906	9.05000	88.483	-59.956	126.172
907	9.06000	88.234	-59.888	126.175
908	9.07000	88.005	-59.828	126.175
909	9.08000	87.754	-59.738	126.155
910	9.09000	87.493	-59.742	126.152
911	9.10000	87.230	-59.659	126.134
912	9.11000	86.956	-59.583	126.140
913	9.12000	86.710	-59.490	126.124
914	9.13000	86.551	-59.478	126.142
915	9.14000	86.230	-59.341	126.116
916	9.15000	86.032	-59.298	126.122
917	9.16000	85.790	-59.229	126.141
918	9.17000	85.612	-59.188	126.146
919	9.18000	85.386	-59.153	126.151
920	9.19000	85.195	-59.107	126.153
921	9.20000	85.003	-59.044	126.155
922	9.21000	84.803	-58.996	126.160
923	9.22000	84.632	-58.969	126.165
924	9.23000	84.431	-58.949	126.179
925	9.24000	84.241	-58.904	126.184
926	9.25000	84.080	-58.841	126.182
927	9.26000	83.899	-58.828	126.201
928	9.27000	83.723	-58.783	126.194
929	9.28000	83.553	-58.751	126.213
930	9.29000	83.402	-58.716	126.189
931	9.30000	83.242	-58.710	126.204
932	9.31000	83.134	-58.661	126.203
933	9.32000	83.001	-58.637	126.199
934	9.33000	82.836	-58.580	126.178
935	9.34000	82.712	-58.570	126.177
936	9.35000	82.580	-58.524	126.184
937	9.36000	82.457	-58.532	126.197
938	9.37000	82.374	-58.485	126.203
939	9.38000	82.274	-58.450	126.200
940	9.39000	82.184	-58.419	126.201
941	9.40000	82.083	-58.406	126.198
942	9.41000	81.944	-58.313	126.171
943	9.42000	81.921	-58.332	126.198
944	9.43000	81.827	-58.249	126.163
945	9.44000	81.761	-58.243	126.168
946	9.45000	81.695	-58.225	126.167
947	9.46000	81.636	-58.205	126.162
948	9.47000	81.578	-58.213	126.161
949	9.48000	81.538	-58.199	126.167
950	9.49000	81.523	-58.188	126.162
951	9.50000	81.462	-58.178	126.155
952	9.51000	81.494	-58.251	126.189
953	9.52000	81.417	-58.168	126.166
954	9.53000	81.410	-58.183	126.168
955	9.54000	81.425	-58.256	126.196
956	9.55000	81.380	-58.184	126.166
957	9.56000	81.465	-58.241	126.196
958	9.57000	81.404	-58.187	126.162
959	9.58000	81.448	-58.179	126.159
960	9.59000	81.452	-58.186	126.168
961	9.60000	81.468	-58.215	126.164
962	9.61000	81.521	-58.199	126.160
963	9.62000	81.532	-58.231	126.165
964	9.63000	81.578	-58.230	126.172
965	9.64000	81.667	-58.244	126.167
966	9.65000	81.671	-58.280	126.170
967	9.66000	81.738	-58.286	126.169
968	9.67000	81.811	-58.300	126.169
969	9.68000	81.873	-58.339	126.178
970	9.69000	81.965	-58.349	126.173
971	9.70000	82.072	-58.442	126.212
972	9.71000	82.165	-58.480	126.220
973	9.72000	82.246	-58.509	126.215
974	9.73000	82.335	-58.529	126.219
975	9.74000	82.434	-58.558	126.198
976	9.75000	82.526	-58.608	126.196
977	9.76000	82.647	-58.599	126.191
978	9.77000	82.792	-58.627	126.184
979	9.78000	82.897	-58.676	126.181
980	9.79000	83.051	-58.723	126.212
981	9.80000	83.197	-58.758	126.194
982	9.81000	83.353	-58.761	126.213
983	9.82000	83.463	-58.794	126.208
984	9.83000	83.655	-58.827	126.216
985	9.84000	83.801	-58.862	126.206
986	9.85000	83.973	-58.889	126.197
987	9.86000	84.118	-58.935	126.197
988	9.87000	84.301	-58.954	126.180
989	9.88000	84.487	-58.992	126.181
990	9.89000	84.649	-59.027	126.170
991	9.90000	84.830	-59.057	126.166
992	9.91000	85.005	-59.102	126.165
993	9.92000	85.171	-59.144	126.164
994	9.93000	85.353	-59.175	126.156
995	9.94000	85.513	-59.210	126.153
996	9.95000	85.725	-59.286	126.141
997	9.96000	85.916	-59.331	126.131
998	9.97000	86.133	-59.352	126.121
999	9.98000	86.342	-59.398	126.119
1000	9.99000	86.550	-59.473	126.126
1001	10.00000	86.781	-59.504	126.116
1002	10.01000	87.022	-59.613	126.132
1003	10.02000	87.254	-59.663	126.122
1004	10.03000	87.464	-59.709	126.136
1005	10.04000	87.693	-59.756	126.164
1006	10.05000	87.935	-59.820	126.168
1007	10.06000	88.155	-59.859	126.176
1008	10.07000	88.389	-59.916	126.175
1009	10.08000	88.560	-59.933	126.150
1010	10.09000	88.781	-59.996	126.151
1011	10.10000	89.030	-60.115	126.141
1012	10.11000	89.292	-60.125	126.131
1013	10.12000	89.529	-60.171	126.109
1014	10.13000	89.748	-60.223	126.104
1015	10.14000	89.975	-60.277	126.103
1016	10.15000	90.223	-60.345	126.096
1017	10.16000	90.458	-60.374	126.079
1018	10.17000	90.715	-60.451	126.093
1019	10.18000	90.973	-60.534	126.104
1020	10.19000	91.189	-60.584	126.099
1021	10.20000	91.451	-60.651	126.129
1022	10.21000	91.740	-60.779	126.163
1023	10.22000	91.959	-60.830	126.185
1024	10.23000	92.214	-60.902	126.159
1025	10.24000	92.471	-60.939	126.154
1026	10.25000	92.688	-60.969	126.134
1027	10.26000	92.911	-61.045	126.141
1028	10.27000	93.196	-61.111	126.133
1029	10.28000	93.420	-61.137	126.123
1030	10.29000	93.680	-61.183	126.101
1031	10.30000	93.895	-61.234	126.096
1032	10.31000	94.141	-61.246	126.083
1033	10.32000	94.370	-61.297	126.082
1034	10.33000	94.650	-61.440	126.126
1035	10.34000	94.839	-61.426	126.091
1036	10.35000	95.054	-61.489	126.100
1037	10.36000	95.319	-61.559	126.105
1038	10.37000	95.567	-61.692	126.125
1039	10.38000	95.819	-61.712	126.102
1040	10.39000	96.069	-61.788	126.124
1041	10.40000	96.301	-61.841	126.126
1042	10.41000	96.532	-61.916	126.133
1043	10.42000	96.724	-61.983	126.128
1044	10.43000	96.972	-62.008	126.118
1045	10.44000	97.149	-62.034	126.125
1046	10.45000	97.361	-62.069	126.117
1047	10.46000	97.558	-62.132	126.123
1048	10.47000	97.779	-62.170	126.108
1049	10.48000	97.970	-62.237	126.119
1050	10.49000	98.184	-62.261	126.109
1051	10.50000	98.375	-62.316	126.118
1052	10.51000	98.562	-62.359	126.116
1053	10.52000	98.830	-62.460	126.146
1054	10.53000	98.978	-62.454	126.110
1055	10.54000	99.158	-62.529	126.087
1056	10.55000	99.317	-62.538	126.080
1057	10.56000	99.574	-62.641	126.107
1058	10.57000	99.790	-62.728	126.135
1059	10.58000	99.944	-62.781	126.140
1060	10.59000	100.136	-62.803	126.143
1061	10.60000	100.316	-62.849	126.146
1062	10.61000	100.490	-62.893	126.145
1063	10.62000	100.653	-62.909	126.139
1064	10.63000	100.814	-62.965	126.145
1065	10.64000	100.925	-62.997	126.151
1066	10.65000	101.081	-63.016	126.147
1067	10.66000	101.221	-63.048	126.148
1068	10.67000	101.329	-63.089	126.141
1069	10.68000	101.448	-63.112	126.150
1070	10.69000	101.593	-63.140	126.147
1071	10.70000	101.709	-63.156	126.147
1072	10.71000	101.838	-63.194	126.142
1073	10.72000	101.941	-63.199	126.144
1074	10.73000	102.048	-63.241	126.149
1075	10.74000	102.153	-63.276	126.148
1076	10.75000	102.250	-63.302	126.142
1077	10.76000	102.364	-63.300	126.131
1078	10.77000	102.452	-63.323	126.129
1079	10.78000	102.565	-63.333	126.120
1080	10.79000	102.635	-63.360	126.119
1081	10.80000	102.713	-63.385	126.102
1082	10.81000	102.771	-63.419	126.103
1083	10.82000	102.844	-63.401	126.098
1084	10.83000	102.925	-63.444	126.091
1085	10.84000	102.985	-63.434	126.084
1086	10.85000	103.027	-63.467	126.093
1087	10.86000	103.091	-63.468	126.103
1088	10.87000	103.140	-63.476	126.084
1089	10.88000	103.197	-63.493	126.093
1090	10.89000	103.238	-63.486	126.083
1091	10.90000	103.257	-63.504	126.089
1092	10.91000	103.335	-63.568	126.114
1093	10.92000	103.295	-63.519	126.083
1094	10.93000	103.363	-63.602	126.123
1095	10.94000	103.378	-63.591	126.113
1096	10.95000	103.383	-63.599	126.118
1097	10.96000	103.384	-63.599	126.122
1098	10.97000	103.349	-63.517	126.089
1099	10.98000	103.351	-63.546	126.102
1100	10.99000	103.386	-63.588	126.116
1101	11.00000	103.312	-63.520	126.091
1102	11.01000	103.310	-63.531	126.093
1103	11.02000	103.287	-63.505	126.081
1104	11.03000	103.246	-63.512	126.087
1105	11.04000	103.201	-63.488	126.084
1106	11.05000	103.168	-63.487	126.089
1107	11.06000	103.146	-63.473	126.091
1108	11.07000	103.090	-63.457	126.086
1109	11.08000	103.039	-63.471	126.093
1110	11.09000	102.978	-63.419	126.090
1111	11.10000	102.904	-63.424	126.104
1112	11.11000	102.838	-63.399	126.090
1113	11.12000	102.763	-63.364	126.093
1114	11.13000	102.704	-63.347	126.111
1115	11.14000	102.615	-63.346	126.102
1116	11.15000	102.554	-63.311	126.113
1117	11.16000	102.489	-63.292	126.111
1118	11.17000	102.357	-63.275	126.127
1119	11.18000	102.278	-63.255	126.134
1120	11.19000	102.160	-63.250	126.140
1121	11.20000	102.073	-63.204	126.145
1122	11.21000	101.952	-63.192	126.143
1123	11.22000	101.865	-63.187	126.144
1124	11.23000	101.750	-63.120	126.139
1125	11.24000	101.634	-63.104	126.143
1126	11.25000	101.531	-63.070	126.133
1127	11.26000	101.412	-63.035	126.134
1128	11.27000	101.299	-63.008	126.140
1129	11.28000	101.177	-62.996	126.137
1130	11.29000	101.032	-62.969	126.140
1131	11.30000	100.892	-62.938	126.146
1132	11.31000	100.781	-62.889	126.148
1133	11.32000	100.630	-62.866	126.144
1134	11.33000	100.478	-62.859	126.147
1135	11.34000	100.298	-62.779	126.134
1136	11.35000	100.151	-62.751	126.133
1137	11.36000	100.013	-62.728	126.129
1138	11.37000	99.852	-62.678	126.113
1139	11.38000	99.670	-62.620	126.097
1140	11.39000	99.475	-62.591	126.112
1141	11.40000	99.275	-62.504	126.083
1142	11.41000	99.143	-62.516	126.128
1143	11.42000	98.944	-62.480	126.142
1144	11.43000	98.721	-62.367	126.106
1145	11.44000	98.589	-62.385	126.139
1146	11.45000	98.382	-62.284	126.108
1147	11.46000	98.221	-62.246	126.102
1148	11.47000	98.016	-62.208	126.112
1149	11.48000	97.865	-62.145	126.102
1150	11.49000	97.659	-62.118	126.110
1151	11.50000	97.500	-62.070	126.106
1152	11.51000	97.297	-62.039	126.106
1153	11.52000	97.131	-62.016	126.115
1154	11.53000	96.951	-62.000	126.124
1155	11.54000	96.729	-61.944	126.136
1156	11.55000	96.564	-61.905	126.138
1157	11.56000	96.376	-61.885	126.151
1158	11.57000	96.171	-61.837	126.156
1159	11.58000	96.006	-61.770	126.137
1160	11.59000	95.721	-61.624	126.109
1161	11.60000	95.542	-61.608	126.107
1162	11.61000	95.413	-61.594	126.116
1163	11.62000	95.176	-61.586	126.125
1164	11.63000	94.928	-61.448	126.093
1165	11.64000	94.772	-61.419	126.084
1166	11.65000	94.564	-61.375	126.082
1167	11.66000	94.419	-61.372	126.117
1168	11.67000	94.189	-61.275	126.095
1169	11.68000	94.001	-61.216	126.086
1170	11.69000	93.824	-61.191	126.094
1171	11.70000	93.617	-61.165	126.103
1172	11.71000	93.402	-61.119	126.121
1173	11.72000	93.220	-61.085	126.135
1174	11.73000	93.015	-61.050	126.131
1175	11.74000	92.834	-61.005	126.136
1176	11.75000	92.651	-60.955	126.136
1177	11.76000	92.471	-60.969	126.140
1178	11.77000	92.249	-60.897	126.188
1179	11.78000	92.098	-60.824	126.179
1180	11.79000	91.908	-60.811	126.179
1181	11.80000	91.735	-60.760	126.167
1182	11.81000	91.547	-60.702	126.155
1183	11.82000	91.318	-60.591	126.104
1184	11.83000	91.157	-60.515	126.091
1185	11.84000	90.966	-60.508	126.099
1186	11.85000	90.768	-60.424	126.083
1187	11.86000	90.593	-60.400	126.087
1188	11.87000	90.412	-60.346	126.079
1189	11.88000	90.236	-60.327	126.089
1190	11.89000	90.063	-60.298	126.104
1191	11.90000	89.905	-60.252	126.101
1192	11.91000	89.712	-60.233	126.119
1193	11.92000	89.569	-60.186	126.126
1194	11.93000	89.442	-60.128	126.120
1195	11.94000	89.238	-60.128	126.141
1196	11.95000	89.096	-60.099	126.152
1197	11.96000	88.972	-60.036	126.164
1198	11.97000	88.826	-60.052	126.175
1199	11.98000	88.675	-60.020	126.173
1200	11.99000	88.516	-59.973	126.178
1201	12.00000	88.392	-59.934	126.178
1202	12.01000	88.283	-59.906	126.177
1203	12.02000	88.169	-59.870	126.174
1204	12.03000	88.011	-59.853	126.183
1205	12.04000	87.881	-59.795	126.181
1206	12.05000	87.755	-59.738	126.174
1207	12.06000	87.648	-59.728	126.168
1208	12.07000	87.528	-59.713	126.173
1209	12.08000	87.408	-59.699	126.170
1210	12.09000	87.287	-59.662	126.144
1211	12.10000	87.184	-59.609	126.119
1212	12.11000	87.015	-59.554	126.099
1213	12.12000	86.923	-59.504	126.105
1214	12.13000	86.822	-59.507	126.120
1215	12.14000	86.744	-59.491	126.123
1216	12.15000	86.632	-59.479	126.132
1217	12.16000	86.596	-59.516	126.166
1218	12.17000	86.534	-59.477	126.158
1219	12.18000	86.401	-59.368	126.116
1220	12.19000	86.334	-59.383	126.132
1221	12.20000	86.238	-59.332	126.122
1222	12.21000	86.183	-59.341	126.125
1223	12.22000	86.110	-59.327	126.117
1224	12.23000	86.076	-59.291	126.116
1225	12.24000	85.994	-59.290	126.130
1226	12.25000	85.977	-59.273	126.123
1227	12.26000	85.890	-59.259	126.127
1228	12.27000	85.848	-59.284	126.137
1229	12.28000	85.819	-59.234	126.129
1230	12.29000	85.802	-59.210	126.149
1231	12.30000	85.750	-59.237	126.147
1232	12.31000	85.733	-59.225	126.153
1233	12.32000	85.704	-59.215	126.160
1234	12.33000	85.682	-59.190	126.149
1235	12.34000	85.678	-59.183	126.136
1236	12.35000	85.664	-59.184	126.133
1237	12.36000	85.648	-59.207	126.133
1238	12.37000	85.644	-59.193	126.158
1239	12.38000	85.639	-59.197	126.151
1240	12.39000	85.659	-59.188	126.137
1241	12.40000	85.668	-59.196	126.154
1242	12.41000	85.684	-59.196	126.150
1243	12.42000	85.691	-59.182	126.155
1244	12.43000	85.718	-59.214	126.156
1245	12.44000	85.734	-59.214	126.151
1246	12.45000	85.759	-59.229	126.157
1247	12.46000	85.771	-59.239	126.158
1248	12.47000	85.817	-59.244	126.135
1249	12.48000	85.874	-59.248	126.118
1250	12.49000	85.941	-59.344	126.187
1251	12.50000	85.945	-59.273	126.132
1252	12.51000	86.001	-59.287	126.137
1253	12.52000	86.057	-59.290	126.124
1254	12.53000	86.119	-59.312	126.126
1255	12.54000	86.166	-59.329	126.139
1256	12.55000	86.248	-59.318	126.123
1257	12.56000	86.316	-59.354	126.120
1258	12.57000	86.367	-59.361	126.127
1259	12.58000	86.461	-59.361	126.120
1260	12.59000	86.524	-59.412	126.120
1261	12.60000	86.625	-59.425	126.111
1262	12.61000	86.677	-59.461	126.127
1263	12.62000	86.757	-59.490	126.126
1264	12.63000	86.852	-59.489	126.123
1265	12.64000	86.966	-59.497	126.102
1266	12.65000	87.087	-59.562	126.140
1267	12.66000	87.188	-59.593	126.139
1268	12.67000	87.332	-59.638	126.158
1269	12.68000	87.398	-59.633	126.140
1270	12.69000	87.534	-59.699	126.163
1271	12.70000	87.575	-59.668	126.152
1272	12.71000	87.744	-59.694	126.156
1273	12.72000	87.858	-59.752	126.159
1274	12.73000	87.964	-59.784	126.184
1275	12.74000	88.110	-59.837	126.181
1276	12.75000	88.232	-59.859	126.174
1277	12.76000	88.332	-59.884	126.175
1278	12.77000	88.439	-59.922	126.175
1279	12.78000	88.542	-59.903	126.161
1280	12.79000	88.717	-60.000	126.180
1281	12.80000	88.846	-60.036	126.171
1282	12.81000	88.987	-60.064	126.176
1283	12.82000	89.101	-60.100	126.167
1284	12.83000	89.238	-60.128	126.141
1285	12.84000	89.404	-60.143	126.120
1286	12.85000	89.526	-60.193	126.129
1287	12.86000	89.672	-60.189	126.124
1288	12.87000	89.820	-60.226	126.114
1289	12.88000	89.971	-60.258	126.104
1290	12.89000	90.139	-60.280	126.103
1291	12.90000	90.280	-60.348	126.111
1292	12.91000	90.448	-60.364	126.105
1293	12.92000	90.603	-60.381	126.088
1294	12.93000	90.799	-60.509	126.127
1295	12.94000	90.918	-60.519	126.103
1296	12.95000	91.076	-60.537	126.097
1297	12.96000	91.236	-60.585	126.097
1298	12.97000	91.387	-60.605	126.104
1299	12.98000	91.606	-60.753	126.162
1300	12.99000	91.752	-60.789	126.168
1301	13.00000	91.919	-60.815	126.187
1302	13.01000	92.044	-60.838	126.199
1303	13.02000	92.221	-60.863	126.198
1304	13.03000	92.388	-60.925	126.189
1305	13.04000	92.540	-60.965	126.157
1306	13.05000	92.685	-61.002	126.151
1307	13.06000	92.842	-61.008	126.140
1308	13.07000	93.025	-61.042	126.133
1309	13.08000	93.167	-61.100	126.139
1310	13.09000	93.332	-61.127	126.124
1311	13.10000	93.504	-61.146	126.111
1312	13.11000	93.667	-61.161	126.105
1313	13.12000	93.851	-61.184	126.088
1314	13.13000	93.994	-61.202	126.084
1315	13.14000	94.153	-61.239	126.086
1316	13.15000	94.281	-61.275	126.088
1317	13.16000	94.450	-61.326	126.096
1318	13.17000	94.636	-61.430	126.117
1319	13.18000	94.775	-61.408	126.094
1320	13.19000	94.880	-61.430	126.091
1321	13.20000	95.092	-61.548	126.125
1322	13.21000	95.243	-61.571	126.121
1323	13.22000	95.382	-61.634	126.135
1324	13.23000	95.547	-61.638	126.128
1325	13.24000	95.654	-61.666	126.129
1326	13.25000	95.874	-61.732	126.127
1327	13.26000	95.990	-61.781	126.140
1328	13.27000	96.151	-61.829	126.151
1329	13.28000	96.300	-61.845	126.142
1330	13.29000	96.437	-61.886	126.138
1331	13.30000	96.552	-61.895	126.129
1332	13.31000	96.687	-61.928	126.135
1333	13.32000	96.814	-61.976	126.136
1334	13.33000	96.946	-61.974	126.132
1335	13.34000	97.073	-61.994	126.124
1336	13.35000	97.221	-62.010	126.111
1337	13.36000	97.355	-62.032	126.115
1338	13.37000	97.472	-62.059	126.109
1339	13.38000	97.565	-62.129	126.122
1340	13.39000	97.686	-62.129	126.119
1341	13.40000	97.796	-62.159	126.121
1342	13.41000	97.911	-62.197	126.117
1343	13.42000	98.042	-62.201	126.110
1344	13.43000	98.135	-62.231	126.113
1345	13.44000	98.229	-62.232	126.107
1346	13.45000	98.403	-62.355	126.139
1347	13.46000	98.497	-62.344	126.142
1348	13.47000	98.547	-62.318	126.121
1349	13.48000	98.663	-62.407	126.152
1350	13.49000	98.704	-62.378	126.119
1351	13.50000	98.882	-62.440	126.129
1352	13.51000	98.940	-62.399	126.105
1353	13.52000	99.070	-62.511	126.152
1354	13.53000	99.107	-62.440	126.084
1355	13.54000	99.204	-62.545	126.150
1356	13.55000	99.304	-62.549	126.121
1357	13.56000	99.398	-62.579	126.128
1358	13.57000	99.460	-62.580	126.126
1359	13.58000	99.529	-62.560	126.121
1360	13.59000	99.607	-62.619	126.117
1361	13.60000	99.689	-62.649	126.132
1362	13.61000	99.745	-62.677	126.131
1363	13.62000	99.816	-62.692	126.128
1364	13.63000	99.852	-62.689	126.127
1365	13.64000	99.900	-62.719	126.138
1366	13.65000	99.943	-62.712	126.136
1367	13.66000	100.000	-62.728	126.137
1368	13.67000	100.039	-62.732	126.133
1369	13.68000	100.083	-62.736	126.148
1370	13.69000	100.120	-62.762	126.140
1371	13.70000	100.146	-62.766	126.144
1372	13.71000	100.162	-62.778	126.149
1373	13.72000	100.183	-62.775	126.148
1374	13.73000	100.178	-62.784	126.150
